make[1]: se entra en el directorio '/home/gustavo/src/papers/2024/energy/c++'
#program;length;compiler;opt;energy(J);time(s);run
bvector;2048;g++;-O2;183,73;5,868283677;10
bvector;2048;g++;-O2;182,66;5,828142619;11
bvector;2048;g++;-O2;183,42;5,867363697;12
bvector;2048;g++;-O2;182,37;5,852005166;13
bvector;2048;g++;-O2;184,37;5,841361971;14
cvector;512;g++;-O2;22,83;0,764899547;0
cvector;512;g++;-O2;22,49;0,764490062;1
cvector;512;g++;-O2;22,81;0,764626798;2
cvector;512;g++;-O2;22,94;0,766158801;3
cvector;512;g++;-O2;22,54;0,764923712;4
cvector;512;g++;-O2;22,93;0,765283936;5
cvector;512;g++;-O2;22,75;0,764309866;6
cvector;512;g++;-O2;22,63;0,765403669;7
cvector;512;g++;-O2;22,50;0,764625946;8
cvector;512;g++;-O2;22,69;0,765050459;9
cvector;512;g++;-O2;22,88;0,765592773;10
cvector;512;g++;-O2;22,63;0,764353396;11
cvector;512;g++;-O2;22,90;0,764953168;12
cvector;512;g++;-O2;22,71;0,765505831;13
cvector;512;g++;-O2;22,65;0,764445108;14
cvector;1024;g++;-O2;51,28;1,687657976;0
cvector;1024;g++;-O2;51,36;1,688097818;1
cvector;1024;g++;-O2;50,36;1,686444288;2
cvector;1024;g++;-O2;50,13;1,687424329;3
cvector;1024;g++;-O2;51,36;1,687643078;4
cvector;1024;g++;-O2;50,75;1,687642528;5
cvector;1024;g++;-O2;50,03;1,686500272;6
cvector;1024;g++;-O2;50,82;1,687060059;7
cvector;1024;g++;-O2;51,45;1,687927922;8
cvector;1024;g++;-O2;51,56;1,689029811;9
cvector;1024;g++;-O2;50,69;1,685262388;10
cvector;1024;g++;-O2;50,50;1,685867129;11
cvector;1024;g++;-O2;51,42;1,687724491;12
cvector;1024;g++;-O2;50,56;1,685525721;13
cvector;1024;g++;-O2;50,53;1,686178501;14
cvector;2048;g++;-O2;107,40;3,588625440;0
cvector;2048;g++;-O2;107,79;3,590691322;1
cvector;2048;g++;-O2;106,35;3,586207130;2
cvector;2048;g++;-O2;107,45;3,589573343;3
cvector;2048;g++;-O2;105,87;3,585485291;4
cvector;2048;g++;-O2;105,46;3,588174598;5
cvector;2048;g++;-O2;106,83;3,589412051;6
cvector;2048;g++;-O2;107,19;3,588591347;7
cvector;2048;g++;-O2;106,32;3,585455124;8
cvector;2048;g++;-O2;107,34;3,588855000;9
cvector;2048;g++;-O2;105,48;3,587480290;10
cvector;2048;g++;-O2;105,85;3,587589103;11
cvector;2048;g++;-O2;107,42;3,588595976;12
cvector;2048;g++;-O2;106,38;3,585764192;13
cvector;2048;g++;-O2;104,48;3,587318037;14
string;512;g++;-O2;25,70;0,865059541;0
string;512;g++;-O2;24,34;0,823471248;1
string;512;g++;-O2;24,51;0,817999639;2
string;512;g++;-O2;23,79;0,802305822;3
string;512;g++;-O2;27,16;0,912193920;4
string;512;g++;-O2;25,80;0,879285934;5
string;512;g++;-O2;24,05;0,807652587;6
string;512;g++;-O2;26,36;0,877342682;7
string;512;g++;-O2;26,31;0,897940055;8
string;512;g++;-O2;24,63;0,826299084;9
string;512;g++;-O2;24,53;0,824690186;10
string;512;g++;-O2;24,32;0,816649214;11
string;512;g++;-O2;24,30;0,812085333;12
string;512;g++;-O2;24,39;0,818964503;13
string;512;g++;-O2;25,17;0,854795513;14
string;1024;g++;-O2;54,24;1,797615254;0
string;1024;g++;-O2;54,46;1,794991700;1
string;1024;g++;-O2;53,29;1,773806367;2
string;1024;g++;-O2;54,95;1,814305203;3
string;1024;g++;-O2;56,25;1,886028919;4
string;1024;g++;-O2;53,22;1,780153352;5
string;1024;g++;-O2;54,04;1,788465630;6
string;1024;g++;-O2;53,27;1,781223342;7
string;1024;g++;-O2;53,82;1,780936977;8
string;1024;g++;-O2;54,31;1,792951677;9
string;1024;g++;-O2;54,45;1,819045694;10
string;1024;g++;-O2;54,77;1,812892893;11
string;1024;g++;-O2;53,55;1,790982916;12
string;1024;g++;-O2;54,60;1,796740378;13
string;1024;g++;-O2;58,26;1,940876348;14
string;2048;g++;-O2;113,56;3,819625869;0
