engine;pkg;cpu;sleep
rand;11.16;0.332964659;7.19
rand;10.95;0.332658024;7.27
rand;11.12;0.325837447;7.27
rand;11.36;0.335162085;7.71
rand;11.24;0.336490013;7.12
rand;11.34;0.332798397;6.94
rand;10.88;0.331474887;6.97
rand;10.69;0.331157341;7.31
rand;11.61;0.326860003;7.29
rand;10.80;0.325743550;7.03
rand;11.21;0.337986027;7.26
rand;10.99;0.325784467;7.26
rand;11.14;0.337354211;7.37
rand;10.92;0.331863015;7.17
rand;11.11;0.332463952;7.41
rand;10.85;0.332932700;7.14
rand;10.95;0.332898946;7.37
rand;10.86;0.331879055;7.18
rand;11.18;0.331572098;6.96
rand;10.97;0.335375404;7.34
rand;11.07;0.336286141;6.88
rand;10.87;0.331199693;7.27
rand;11.11;0.325979142;7.10
rand;10.88;0.328257520;7.09
rand;10.68;0.327406577;7.22
rand;10.73;0.334391120;7.20
rand;10.78;0.327412918;7.07
rand;11.16;0.332595467;7.18
rand;11.00;0.326090068;7.08
rand;10.92;0.326850274;7.06
rand;11.05;0.337688728;7.35
rand;11.02;0.327172967;7.16
rand;11.01;0.334234917;7.27
rand;10.88;0.328353159;7.20
rand;11.20;0.333009243;7.11
rand;10.78;0.336930568;7.24
rand;10.86;0.330502395;7.11
rand;11.39;0.334413874;7.55
rand;10.90;0.331313957;7.11
rand;11.03;0.331766525;7.09
rand;10.82;0.333218645;7.04
rand;11.15;0.331678349;7.03
rand;10.89;0.325058276;7.11
rand;10.98;0.332084029;7.16
rand;11.09;0.332772669;7.50
rand;11.01;0.327206299;7.27
rand;11.23;0.335587772;7.19
rand;11.18;0.331815544;6.93
rand;11.01;0.327144826;7.23
rand;11.05;0.335678503;6.98
rand;11.07;0.331909081;6.94
rand;11.09;0.327462411;7.07
rand;11.06;0.332833794;7.47
rand;10.71;0.331574204;7.16
rand;11.21;0.332226705;7.16
rand;10.77;0.326197030;7.28
rand;11.02;0.333493498;6.65
rand;10.90;0.335515305;7.25
rand;10.87;0.326140995;7.01
rand;10.81;0.326796603;6.81
rand;11.37;0.336189571;7.16
rand;11.08;0.331815045;7.30
rand;11.06;0.332052641;7.15
rand;11.08;0.332406753;7.04
rand;10.99;0.332066347;7.28
rand;10.97;0.326657553;7.11
rand;10.99;0.332124834;7.26
rand;10.73;0.331438960;7.31
